consider_VVI,517
naturalist_NN1,23
Philip_NP0,1185
born_VVN,690
3_CRD,1498
March_NP0,941
1878_CRD,14
10_CRD,2028
Upper_AJ0,62
Lansdowne_NP0,20
Road_NP0,759
North_NN1,982
now_AV0,9983
14_CRD,722
Gardens_NN2,164
off_PRP,2928
South_NP0,839
Lambeth_NP0,47
where_CJS,4873
parents_NN2,1163
occupied_VVN,221
occupied_AJ0,69
rooms_NN2,690
let_VVB,734
Mrs_NP0,3251
Legge_NP0,29
It_PNP,20955
first_ORD,11168
after_PRP,8267
marriage_NN1,639
Wales_NP0,935
some_DT0,12681
time_NN1,13385
1874–5_CRD,1
His_DPS,3090
father_NN1,1674
Henry_NP0,518
distinguished_VVN,68
Civil_AJ0,339
Service_NN1,644
Examination_NN1,21
Executive_NN1,138
Executive_AJ0,30
Branch_NN1,144
posted_VVN,62
staff_NN0,1355
clerkship_NN1,1
light_AJ0,900
railways_NN2,174
tramways_NN2,4
Board_NN1,618
Trade_NN1,361
According_VVG,550
family_NN1,3161
tradition_NN1,642
Mr_NP0,13523
1854–1920_CRD,1
once_AV0,2693
pupil-teacher_NN1,4
pupil-teacher_AJ0,4
town_NN1,1377
Tredegar_NP0,6
flourishing_AJ0,46
iron_NN1,353
coal_NN1,325
community_NN1,1458
poet_NN1,311
grandfather_NN1,121
fitter_NN1,13
followed_VVD,688
typical_AJ0,457
path_NN1,534
migration_NN1,53
early_AJ0,3024
nineteenth_ORD,259
century_NN1,1834
Like_PRP,641
Welshmen_NN2,2
around_PRP,2404
around_AVP,2155
Neath_NP0,68
Swansea_NP0,97
valleys_NN2,75
made_VVN,5520
rural_AJ0,675
communities_NN2,394
West_NP0,1747
Glamorganshire_NP0,1
Carmarthenshire_NP0,1
up_PRP,1818
up_AVP,18212
Brecon_NP0,20
then_AV0,8596
moved_VVD,748
moved_VVN,698
eastwards_AV0,21
concentration_NN1,280
new_AJ0,10861
industries_NN2,333
Dowlais_NP0,1
Dowlais_NN1,1
Merthyr_NP0,5
Rhymney_NP0,1
Beaufort_NP0,12
Ebbw_NP0,13
Vale_NP0,40
Vale_NN1,62
Pontypool_NP0,46
From_PRP,1666
area_NN1,2307
heads_NN2,470
East_NN1,1031
Monmouthshire_NP0,7
later_AV0,2786
southwards_AV0,15
Newport_NP0,90
wave_NN1,286
Walians_NN2,1
industrial_AJ0,1016
areas_NN2,1921
north-eastern_AJ0,15
brought_VVD,922
distinctive_AJ0,232
radical_NN1,180
nonconformist_NN1,10
nonconformist_AJ0,14
Welsh-speaking_AJ0,4
element_NN1,445
pastoral_AJ0,76
remained_VVN,251
largely_AV0,793
conservative_AJ0,242
unchanged_AJ0,148
late_AJ0,1770
seventeenth_ORD,91
slowly_AV0,577
losing_VVG,430
language_NN1,766
rapidly_AV0,425
along_AVP,1633
acute_AJ0,144
sense_NN1,2117
separate_AJ0,553
national_AJ0,1979
identity_NN1,421
racial_AJ0,165
mixture_NN1,343
soon_AV0,1802
sharpened_VVN,14
as_PRP,23504
mid-century_NN1,5
railway_NN1,458
boom_NN1,223
got_VVD,2147
got_VVN,2190
under_PRP,4443
waves_NN2,159
immigrants_NN2,113
Ireland_NP0,1158
Forest_NN1,290
Dean_NP0,178
Herefordshire_NP0,17
Somerset_NP0,145
already_AV0,3176
social_AJ0,2822
political_AJ0,3514
religious_AJ0,746
pattern_NN1,466
eastern_AJ0,319
firmly_AV0,371
set_VVN,1502
another_DT0,5051
son_NN1,1126
probably_AV0,2043
speakers_NN2,86
both_AV0,3287
married_VVD,195
women_NN2,3178
Gwent_NP0,35
paternal_AJ0,14
grandmother_NN1,107
Rachel_NP0,248
Phillips_NP0,127
native_NN1,19
Abertillery_NP0,4
Blaenau_NP0,8
where_AVQ,6139
native_AJ0,197
survived_VVN,170
her_DPS,14554
youth_NN1,412
She_PNP,6934
eventually_AV0,715
carried_VVD,427
her_PNP,6407
clannish_AJ0,2
developed_VVD,234
Great_AJ0,573
Western_AJ0,823
Railway_NN1,95
works_VVZ,483
left_VVN,2117
employment_NN1,485
sons_NN2,257
Uncle_NP0,164
Harry_NP0,418
features_VVZ,121
holidays_NN2,264
described_VVD,490
described_VVN,769
lovingly_AV0,23
Childhood_NN1,29
GWR_NP0,10
until_CJS,2383
set_VVD,798
sail_VVB,36
sail_NN1,39
Africa_NP0,929
1891_CRD,13
never_AV0,4912
knew_VVD,2131
long_AV0,2202
visited_VVD,269
mother_NN1,1768
1888_CRD,13
Eastaway_NN1,1
Eastaway_NP0,1
Treharne_NP0,3
names_VVZ,33
names_NN2,657
retained_VVN,166
indicate_VVB,98
originally_AV0,355
came_VVD,4458
coastal_AJ0,124
region_NN1,524
Cross-channel_AJ0,2
traffic_NN1,569
coast_NN1,352
Weston_NP0,44
Ilfracombe_NP0,2
settlement_NN1,314
families_NN2,797
along_PRP,1277
attested_VVN,6
parish_NN1,187
records_NN2,502
records_VVZ,89
survive_VVB,95
use_NN1,2311
name_NN1,1949
preserved_VVN,249
Pontardulais_NP0,8
cousins_NN2,62
whom_PNQ,1361
spent_VVD,599
Oxford_NP0,784
long_AJ0,3826
vacations_NN2,9
too_AV0,6974
skilled_AJ0,138
craftsmen_NN2,31
generations_NN2,217
settlers_NN2,64
retained_VVD,106
small_AJ0,3901
interest_NN1,2783
matters_NN2,573
raising_VVG,269
pigs_NN2,88
often_AV0,3504
keeping_VVG,510
pony_NN1,30
outskirts_NN2,60
villages_NN2,315
Little_DT0,50
known_VVN,2250
career_NN1,915
career_VVB,39
before_CJS,3259
settled_VVD,183
down_AVP,7308
Newport-born_AJ0,1
Newport-born_NN1,1
wife_NN1,1476
Elizabeth_NP0,245
grand-daughter_NN1,5
Alderman_NP0,6
Alderman_NN1,7
William_NP0,715
Townsend_NP0,25
1795–1877_CRD,1
sea-captain_NN1,1
named_VVN,357
Marendaz_NN1,1
1937_CRD,118
Judge_NP0,45
Robert_NP0,788
P._NP0,110
Eckert_NP0,6
Eckert_NN1,3
corresponded_VVD,10
frequently_AV0,508
maternal_AJ0,25
aunt_NN1,118
Margaret_NP0,407
youngest_AJS,91
brother_NN1,636
Julian_NP0,77
describes_VVZ,299
practical_AJ0,600
self-made_AJ0,23
short_AJ0,1852
stocky_AJ0,28
welshman_NN1,1
good-looking_AJ0,37
spend_NN1,17
spend_VVB,200
helping_VVG,398
sister_NN1,520
growing_AJ0,842
during_PRP,3419
pregnancies_NN2,10
she_PNP,16800
lived_VVN,348
Stow_NP0,1
Hill_NP0,460
until_PRP,1912
move_NN1,831
certainly_AV0,1282
Edwy_NP0,7
corresponded_VVN,4
him_PNP,13921
subsequently_AV0,239
USA_NP0,249
death_NN1,2038
supplied_VVD,76
adjective_NN1,14
practical_NN1,5
told_VVN,1288
told_VVD,2284
while_CJS,4063
preparing_VVG,271
examination_NN1,287
followed_VVN,779
post_NN1,606
connected_VVN,218
expanding_VVG,105
1860s_CRD,22
1870s_CRD,17
third_ORD,1878
Theodore_NP0,15
became_VVD,2637
technical_AJ0,516
head_NN1,2755
Transport_NN1,281
Ernest_NP0,104
second_ORD,3191
trained_VVN,293
become_VVI,1595
art_NN1,1162
teacher_NN1,476
most_DT0,3681
design_NN1,867
advertising_NN1,419
possessed_VVD,58
strong_AJ0,1688
capable_AJ0,394
craftsman_NN1,21
hands_NN2,1634
daughter_NN1,636
Myfanwy_NP0,1
treasures_VVZ,5
examples_NN2,402
skill_NN1,253
carpenter_NN1,24
metal_NN1,516
worker_NN1,289
Her_DPS,1222
Merfyn_NP0,2
began_VVD,2227
training_VVG,207
uncle_NN1,118
motor_NN1,332
engineer_NN1,159
journalist_NN1,180
half-fictional_AJ0,1
Happy-Go-Lucky_AJ0,7
Morgans_NP0,13
pruned_AJ0,2
record_NN1,1631
has_VHZ,29057
detailed_AJ0,381
accounts_NN2,435
extending_AJ0,1
extending_VVG,132
Butterflies_NN2,7
Moths_NN2,2
Pigeons_NN2,6
fishing_NN1,402
birdnesting_VVG,2
birdnesting_NN1,1
all_DT0,19840
kinds_NN2,460
skills_NN2,574
making_NN1,207
making_VVG,2437
implements_NN2,18
accompanied_VVD,83
activities_NN2,823
surprising_AJ0,360
surprising_VVG,21
how_AVQ,6160
little_DT0,1928
shared_VVN,212
shared_VVD,197
games_NN2,629
sports_NN2,453
could_VM0,14449
have_VHI,17026
helped_VVN,568
form_VVI,500
natural_AJ0,1243
bridge_NN1,423
intimacy_NN1,43
six_CRD,2091
go_VVI,4486
several_DT0,2111
ways_NN2,1346
preparation_NN1,257
rigorous_AJ0,67
academic_AJ0,359
test_NN1,660
external_AJ0,368
matriculation_NN1,4
examinations_NN2,49
forty_CRD,196
given_VVN,3091
command_NN1,246
command_VVB,54
three_CRD,5983
languages_NN2,118
Latin_NN1,79
Latin_AJ0,252
French_NN1,1124
French_AJ0,1579
German_NN1,906
German_AJ0,2044
powerful_AJ0,769
philosophical_AJ0,127
topics_NN2,101
impact_NN1,601
society_NN1,1617
entered_VVN,172
Battersea_NP0,56
district_NN1,262
recorded_VVN,323
obituary_NN1,34
obituary_AJ0,4
tribute_NN1,128
Clapham_NP0,82
Observer_NN1,58
Tooting_NP0,6
Balham_NP0,8
Times_NN2,384
Friday_NP0,556
24_CRD,615
December_NP0,778
1920_CRD,129
By_PRP,6803
age_NN1,1616
66_CRD,90
Mr._NP0,208
took_VVD,3752
place_NN1,4186
illness_NN1,226
Saturday_NP0,871
18th_ORD,143
instant_NN1,70
residence_NN1,99
13_CRD,660
Rusham_NP0,1
loses_VVZ,124
citizen_NN1,122
active_AJ0,559
40_CRD,691
championing_VVG,8
cause_NN1,772
Liberalism_NN1,29
borough_NN1,58
Coming_VVG,67
young_AJ0,3021
clerk_NN1,96
attached_VVN,308
take_VVI,4469
affairs_NN2,494
remarkable_AJ0,438
gift_NN1,258
public_AJ0,2988
public_NN1,2304
speaking_NN1,71
developed_VVN,776
Parliament_NN1,680
belonged_VVD,158
since_AV0,313
played_VVN,711
important_AJ0,2927
roles_NN2,259
including_PRP,2217
Stanley_NP0,245
Lord_NP0,1531
Buckmaster_NP0,3
Buckmaster_NN1,3
John_NP0,3202
Burns_NP0,42
Horatio_NP0,4
Bottomley_NP0,51
Although_CJS,1521
invited_VVN,273
Liberal_AJ0,675
Party_NN1,2161
candidate_NN1,423
Division_NN1,556
20_CRD,1417
ago_AV0,2296
unable_AJ0,590
accept_VVI,725
invitation_NN1,175
contented_VVD,13
speaking_VVG,372
Progressive_AJ0,14
every_AT0,3348
available_AJ0,2275
opportunity_NN1,821
elections_NN2,591
On_PRP,2864
retirement_NN1,262
President_NN1,642
Association_NN1,1053
General_AJ0,708
Election_NN1,281
1916_CRD,60
chosen_AJ0,125
parliamentary_AJ0,377
constituency_NN1,275
put_VVD,1162
fight_NN1,406
against_PRP,6143
odds_NN2,210
what_DTQ,11835
honestly_AV0,56
believed_VVN,452
tight_AJ0,297
He_PNP,17848
lost_VVD,970
War_NN1,1003
Besides_PRP,38
also_AV0,11291
found_VVN,2249
lecturing_VVG,22
on_AVP,11124
literary_AJ0,430
ethical_AJ0,65
subjects_NN2,338
parts_NN2,1043
lectured_VVD,14
Sunday_NP0,964
Town_NN1,243
Hall_NN1,669
Ethical_AJ0,5
Society_NN1,659
brilliant_AJ0,321
speaker_NN1,156
lecturer_NN1,94
Latterly_AV0,3
prominent_AJ0,258
Positivist_AJ0,1
circles_NN2,171
recently_AV0,1187
pulpit_NN1,28
little-known_AJ0,20
Church_NN1,989
Humanity_NN1,9
Holborn_NP0,8
poor_AJ0,1227
oppressed_AJ0,29
Democracy_NN1,62
lost_VVN,1214
intellectual_NN1,230
intellectual_AJ0,350
enlightened_AJ0,44
enlightened_VVN,8
patriotic_AJ0,63
advocate_NN1,45
England_NP0,3105
faith_NN1,662
honour_NN1,201
honour_VVB,38
advancement_NN1,41
When_CJS,3797
expected_VVN,1389
expected_AJ0,802
house_NN1,3244
number_NN1,3189
traced_VVN,62
Wakehurst_NP0,3
rows_NN2,153
built_VVN,1076
houses_NN2,881
parallel_AV0,58
Rise_NN1,16
Rise_VVB,11
Wandsworth_NP0,30
commons_NN2,12
There_AV0,295
Reginald_NP0,17
within_PRP,3146
recollections_NN2,18
sketchy_AJ0,13
Before_PRP,351
tenth_ORD,107
birthday_NN1,210
Oscar_NP0,51
again_AV0,4685
61_CRD,85
Shelgate_NP0,7
much_AV0,3649
larger_AJC,670
detached_AJ0,70
four_CRD,3300
streets_NN2,550
nearer_AJC,95
Common_AJ0,270
Near_AJ0,43
school_NN1,2061
cemetery_NN1,56
older_AJC,738
its_DPS,18115
orchard_NN1,151
coachhouse_NN1,1
end_NN1,4316
road_NN1,1699
spacious_AJ0,106
remained_VVD,721
's_VBZ,13398
home_AV0,1620
left_VVD,1784
well-established_AJ0,37
affluent_AJ0,45
comfortably_AV0,140
off_AVP,5488
recalls_VVZ,158
earliest_AJS,169
clear_AJ0,2251
glimpse_NN1,107
my_DPS,9871
darting_VVG,11
darting_AJ0,10
slippers_NN2,31
chasing_VVG,85
chasing_AJ0,20
catching_VVG,115
big_AJ0,2463
boy_NN1,1033
bullied_VVN,25
eloquent_AJ0,55
confident_AJ0,394
black-haired_AJ0,4
brown-eyed_AJ0,1
glimpses_NN2,23
learnt_VVD,111
awe_NN1,59
astonishment_NN1,39
hear_VVI,807
see_VVB,2216
telling_VVG,443
hundredth_ORD,18
moonrakers_NN2,1
comic_AJ0,172
comic_NN1,121
tale_NN1,214
rhyme_NN1,30
rhyme_VVB,4
My_DPS,1587
sober_AJ0,54
reverent_AJ0,6
without_PRP,4149
creed_NN1,51
disbelief_NN1,61
Hell_NN1,68
Devil_NN1,26
amounted_VVD,63
amounted_VVN,13
made_VVD,4464
merry_AJ0,31
over_PRP,8062
folly_NN1,52
believing_VVG,131
we_PNP,17000
supposed_VVD,70
used_VM0,918
try_VVI,893
different_AJ0,3447
chapels_NN2,14
preachers_NN2,18
sometimes_AV0,1422
taking_VVG,1836
become_VVN,1179
weekly_AJ0,221
attendant_NN1,47
Unitarian_AJ0,11
Chapel_NN1,45
Chapel_NP0,29
Sunday-school_NN1,1
cruel_AJ0,130
ceremonious_AJ0,1
punishments_NN2,25
freedom_NN1,667
Monday_NP0,554
best_AJS,2917
passed_VVN,576
Otherwise_AV0,124
before_PRP,4256
twelve_CRD,283
few_DT0,4388
nebulous_AJ0,9
played_VVD,785
piano_NN1,134
little_AV0,1501
sang_VVD,114
Bonny_NP0,4
Mary_NP0,546
Argyle_NP0,15
Argyle_NN1,3
accompaniment_NN1,40
pleasure_NN1,495
being_VBG,7938
top_AJ0,1506
nothing_PNI,2723
else_AV0,1512
except_CJS,669
except_PRP,320
do_VDI,5575
homework_NN1,46
evenings_NN2,151
attend_VVI,216
evening_NN1,1237
lectures_NN2,125
sound_NN1,863
light_NN1,1584
heat_NN1,476
heat_VVB,53
no_AT0,11986
effect_NN1,1650
uncover_VVB,5
less_AV0,3111
severe_AJ0,332
view_NN1,2097
H._NP0,133
T._NP0,76
After_PRP,2025
talk_NN1,498
misuse_NN1,29
pocket-money_NN1,2
pocket-money_AJ0,2
order_NN1,2296
buy_VVI,983
pigeons_NN2,30
confessed_VVD,79
spoke_VVD,532
angrily_AV0,56
As_CJS,4079
hated_VVD,136
anger_NN1,278
blame_NN1,123
blame_VVB,72
wretched_AJ0,56
result_NN1,1830
very_AV0,8455
indeed_AV0,1108
afterwards_AV0,409
sad_AJ0,342
kind_AJ0,150
face_VVB,454
room_NN1,2292
sat_VVD,817
alone_AJ0,965
alone_AV0,733
sure_AJ0,1471
should_VM0,8511
sort_NN1,1579
thing_NN1,2382
shaking_AJ0,25
shaking_NN1,25
feel_VVI,1116
half_DT0,1795
hero_NN1,286
saint_NN1,46
Naturally_AV0,82
entered_VVD,337
Grammar_NN1,44
School_NN1,465
free_AJ0,1988
scholar_NN1,74
One_CRD,2689
master_NN1,257
earned_VVD,131
earned_VVN,137
respect_NN1,573
obedience_NN1,67
fear_NN1,869
nearly_AV0,1129
class_NN1,1174
just_AJ0,400
quiet_AJ0,612
serious_AJ0,1306
even_AV0,7862
speech_NN1,777
kindly_AV0,72
kindly_AJ0,60
With_PRP,2037
slow_AV0,61
slow_AJ0,512
wrinkling_VVG,4
stiff_AJ0,154
relaxed_VVD,95
feminine_AJ0,63
tender_AJ0,108
smile_NN1,396
myself_PNX,1021
addressing_VVG,67
Father_NN1,168
naturally_AV0,322
touch_VVI,179
gentle_AJ0,258
docile_AJ0,19
docile_NN1,9
ever_AV0,2603
cried_VVD,191
blamed_VVD,81
severity_NN1,35
seemed_VVD,2159
hurt_VVI,111
went_VVD,3839
over_AVP,6222
Shakespeare_NP0,330
plays_VVZ,287
doing_VDG,1757
home-work_NN1,1
taste_NN1,397
directly_AV0,674
elevating_VVG,8
philanthropic_AJ0,20
progressive_AJ0,135
literature_NN1,461
Or_CJC,580
inspiring_VVG,28
love_NN1,1245
virtue_NN1,135
read_VVD,325
Abou_NP0,8
Ben_NP0,251
Adhem_NP0,6
loved_VVD,301
fellow_AJ0,328
fellow_NN1,275
There_EX0,7582
follows_VVZ,351
account_NN1,1108
slight_AJ0,239
involvement_NN1,322
schoolboy_NN1,56
advocacy_NN1,44
Home_NN1,515
Rule_NN1,36
election_NN1,1836
enthusiasm_NN1,341
pleased_VVD,33
detail_NN1,440
detail_VVB,41
dinner_NN1,545
anger_VVB,78
regular_AJ0,631
boys_NN2,545
tittering_VVG,2
refusing_VVG,161
discuss_VVI,323
topic_NN1,132
morning_NN1,1594
sermon_NN1,58
received_VVD,643
lecture_NN1,131
abuse_NN1,312
abuse_VVB,19
only_AJ0,3401
meal_NN1,442
rule_NN1,647
whole_AJ0,1956
together_AV0,2579
expected_VVD,350
late-Victorian_AJ0,10
respectable_AJ0,139
behaviour_NN1,887
school_VVB,25
apart_AV0,730
living_VVG,999
exciting_AJ0,316
ramshackle_AJ0,26
free-and-easy_AJ0,2
household_NN1,253
friend_NN1,1129
exploring_VVG,77
common_NN1,71
ever-increasing_AJ0,26
company_NN1,3568
youths_NN2,102
similar_AJ0,1504
tastes_NN2,103
qualities_NN2,313
independence_NN1,403
singularity_NN1,3
viewpoint_NN1,68
readiness_NN1,67
move_VVI,781
far_AV0,3355
afield_AV0,31
pursuit_NN1,171
inner_AJ0,346
wishes_NN2,114
characteristic_NN1,220
beginning_VVG,511
appear_VVI,559
Three_CRD,509
brothers_NN2,286
recorded_VVD,214
brief_AJ0,402
memories_NN2,253
eldest_AJS,62
1947_CRD,139
recall_VVB,94
walks_NN2,162
twenty-five_CRD,115
miles_NN2,1059
settings_NN2,75
passion_NN1,292
ponds_NN2,29
canals_NN2,51
accurate_AJ0,247
enlightening_AJ0,4
enlightening_NN1,4
knowledge_NN1,1148
birds_NN2,428
trees_NN2,1021
insects_NN2,98
flowers_NN2,646
Their_DPS,1045
emphasize_VVB,26
aloofness_NN1,8
shyness_NN1,25
sudden_AJ0,332
fun_NN1,341
fun_AJ0,278
self-contained_AJ0,31
nature_NN1,1429
close-knit_AJ0,7
unit_NN1,661
writes_VVZ,656
adventures_NN2,39
word_NN1,1215
invariably_AV0,150
includes_VVZ,526
diffident_AJ0,19
unlike_PRP,282
good_AJ0,6510
preoccupied_AJ0,74
pursuits_NN2,27
companionable_AJ0,7
hours_NN2,1898
solitude_NN1,34
always_AV0,4207
